,0
Swimming Pools (Drank),0.0144
THat Part,0.0136
Money Trees,0.016
Day 'N' Nite (nightmare),0.0144
Bounce,0.0104
My Way,0.016
goosebumps,0.0448
F**kin' Problems,0.0208
"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",0.0168
Deja Vu,0.024
Congratulations,0.0472
XO TOUR Llif3,0.0368
One Night,0.0184
Right Now,0.012
Magnolia,0.0176
Unforgettable,0.0312
Bank Account,0.0264
LOVE. FEAT. ZACARI.,0.0184
4 AM,0.0176
F*ck Up Some Commas,0.0112
Stay (with Alessia Cara),0.0176
Something Just Like This,0.0264
Believer,0.0216
Strip That Down,0.0152
Let It Go,0.0272
Hold Back The River,0.0112
The One That Got Away,0.0144
Mess Is Mine,0.0144
I See Fire,0.0168
Wild Things,0.0144
Die A Happy Man,0.0208
In Case You Didn't Know,0.0136
Hallelujah,0.0248
Blessings,0.0256
What Hurts The Most,0.0104
Skinny Love,0.0208
If I Ain't Got You,0.0144
Your Body Is a Wonderland,0.0112
I Miss You,0.0184
Love On The Brain,0.0192
Final Song,0.0104
Sunday Candy,0.016
Meet Virginia,0.012
In The Air Tonight - 2015 Remastered,0.0104
Too Good,0.0232
Legend,0.0176
Energy,0.0176
Know Yourself,0.016
Juju On That Beat (TZ Anthem),0.0136
"Young, Wild & Free (feat. Bruno Mars) - feat. Bruno Mars",0.02
Caroline,0.0408
Let's Get Lost,0.0104
Wasted,0.0176
In the Name of Love,0.0152
Famous,0.0224
Fake Love,0.0344
Bad Things (with Camila Cabello),0.0128
Wet Dreamz,0.0192
You & Me,0.0168
Castle on the Hill,0.0112
Shape of You,0.0336
Perfect,0.0152
That's What I Like,0.024
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",0.0128
All Night (feat. Knox Fortune),0.0208
Say You Won't Let Go,0.02
Treat You Better,0.0168
When We Were Young,0.012
Beautiful Girls,0.0152
Burnin' Up,0.0112
Bye Bye Bye,0.0112
Chicken Fried,0.0224
Come On Eileen,0.024
Demons,0.0152
Dynamite,0.0136
Everybody Talks,0.0136
Fergalicious,0.012
I Gotta Feeling,0.0184
I Write Sins Not Tragedies,0.0104
I'm Gonna Be (500 Miles),0.016
It Girl,0.0104
Livin' On A Prayer,0.0168
Love On Top,0.0128
No Scrubs,0.0144
On Top Of The World,0.0128
Radioactive,0.0216
Sweet Caroline,0.02
We Are Young (feat. Janelle Monáe) - feat. Janelle Monae,0.012
Two Weeks,0.0104
Push,0.0104
Smoke Break (feat. Future),0.0136
Never Be Like You,0.0248
Say It,0.0288
What You Know,0.0104
Falling,0.0128
Alright,0.0344
King Kunta,0.0144
m.A.A.d city,0.0224
Bonfire,0.0144
Sex,0.0128
Monster,0.0208
Thinkin Bout You,0.0144
Planez,0.0176
Ride Wit Me,0.016
BedRock,0.012
This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,0.0136
Breezeblocks,0.0152
Midnight City,0.0152
Capsize,0.0152
All Night,0.0152
Starboy,0.028
Semi-Charmed Life,0.0224
pick up the phone,0.0208
Everyday,0.0168
Don't Wanna Know (feat. Kendrick Lamar),0.0144
Sneakin’,0.0112
Moves,0.0184
I Feel It Coming,0.0152
T-Shirt,0.032
Wildfire,0.0136
Selfish,0.0264
Electric Love,0.0104
Reflections,0.012
It Ain't Me (with Selena Gomez),0.016
Slide,0.032
History,0.0112
Alone,0.02
Can't Help Falling in Love,0.012
September,0.0328
Hooked on a Feeling,0.0112
Ain't No Mountain High Enough,0.0248
Spirit In The Sky,0.0128
Somebody,0.0112
Kids,0.0232
Tipsy - Club Mix,0.0128
Tomorrow,0.0104
Marvins Room,0.0104
Budapest,0.0168
Gold,0.0376
Toes,0.0184
El Perdón,0.0112
Down,0.0296
Hips Don't Lie,0.0184
Fantasy,0.0128
P.Y.T. (Pretty Young Thing),0.012
Juke Jam (feat. Justin Bieber & Towkio),0.0144
oui,0.0264
Exchange,0.0184
Come and See Me (feat. Drake),0.0112
Best I Ever Had,0.0144
Sex With Me,0.0104
Up All Night,0.0136
Let Me Love You,0.0464
"Hold On, We're Going Home",0.0168
Earned It (Fifty Shades Of Grey),0.024
Often,0.0144
Kiss Me,0.0112
Inside Out,0.0176
Star Of The Show,0.0104
All We Know,0.0104
"I Don't Want to Miss a Thing - From the Touchstone film, ""Armageddon""",0.0136
Waterfalls,0.0128
Stay,0.04
Pumped Up Kicks,0.0136
Somebody That I Used To Know,0.0104
Halo,0.02
Radio,0.0128
Can't Feel My Face,0.0224
All My Friends,0.0176
Donald Trump,0.0104
Sedona,0.0104
Weekend (feat. Miguel),0.0136
Tubthumping,0.0104
Magic,0.0144
Make You Feel My Love,0.012
"i hate u, i love u (feat. olivia o'brien)",0.0168
A Drop In The Ocean,0.012
You Found Me,0.0104
PILLOWTALK,0.0192
This Could Be Us,0.0136
With You,0.0224
Want to Want Me,0.0184
Hall of Fame,0.0144
Location,0.0384
Talk Dirty (feat. 2 Chainz),0.0136
do re mi,0.012
My Body,0.0112
Animal,0.0128
1-800-273-8255,0.0288
Swang,0.0296
Take Me To Church,0.0192
Some Kind Of Drug,0.0112
Don't,0.028
Pursuit Of Happiness (nightmare),0.0184
Wait,0.012
Touch,0.0112
Say Something,0.0184
Hurricane,0.0272
How Deep Is Your Love,0.0152
Never Forget You,0.02
Without You,0.0152
Colors,0.0112
Sorry,0.048
What Do You Mean?,0.0232
Roses,0.044
Runaway (U & I),0.0136
Middle,0.0192
Shut Up and Dance,0.0232
Cheap Thrills,0.0256
Daylight,0.0128
Shots,0.0144
Ice Ice Baby,0.0128
Low (feat T-Pain) - Feat T-Pain Album Version,0.0144
Baby Got Back,0.012
We Found Love,0.024
Marry Me,0.0136
Thinking Out Loud,0.02
Lucky,0.0128
Best Day Of My Life,0.0112
Single Ladies (Put a Ring on It),0.0128
We Can't Stop,0.0136
Summer Nights,0.0104
Life Is A Highway,0.016
Bless The Broken Road,0.0112
Ho Hey,0.016
Jump Around,0.0112
Jump,0.0144
This Is How We Roll,0.0208
Rather Be (feat. Jess Glynne),0.0192
Classic,0.0128
Summer,0.0232
Problem,0.0104
Can't Hold Us - feat. Ray Dalton,0.0192
Timber,0.0168
Sorry Not Sorry,0.0152
Young Dumb & Broke,0.0232
Wild Thoughts,0.0208
The Way Life Goes (feat. Oh Wonder),0.0128
Yellow,0.012
It's A Vibe,0.0176
Rake It Up,0.0128
Stay - Album Version (Edited),0.0112
Unsteady,0.012
Stay With Me,0.0192
Little Do You Know,0.0128
Lost Boy,0.012
Fly,0.0192
Lay Me Down,0.0192
Paradise,0.016
Jack & Diane,0.0128
Born In The U.S.A.,0.0112
Summer Of '69,0.0144
Footloose,0.012
Free Fallin',0.012
"Signed, Sealed, Delivered (I'm Yours)",0.012
All of Me,0.0184
Stole the Show,0.0136
Sugar,0.0208
Wagon Wheel,0.0184
Cruise,0.0208
I Want Crazy - Encore,0.0104
Before He Cheats,0.0104
Bottoms Up,0.0104
Barefoot Blue Jean Night,0.0176
Round Here,0.016
Rewind,0.0136
Cop Car,0.0136
That's My Kind Of Night,0.0184
Beachin',0.0104
House Of The Rising Sun,0.0128
Dream On,0.016
Piano Man,0.0144
Just the Way You Are,0.0144
With Or Without You,0.012
Don't You (Forget About Me),0.0128
Hotel California - Remastered,0.0144
You Make My Dreams - Remastered,0.0144
The Final Countdown,0.012
Stayin' Alive,0.0112
Heathens,0.0224
I Like Tuh,0.0128
Cold Water (feat. Justin Bieber & MØ),0.0264
Ride,0.044
Backseat Freestyle,0.0152
Every Morning,0.0112
Someday,0.016
Feels,0.0176
Unwritten,0.012
Now Or Never,0.0112
I Don't Dance,0.0136
Bartender,0.0144
Chandelier,0.0144
"Flex (Ooh, Ooh, Ooh)",0.0168
Firestone,0.0112
Trap Queen,0.0304
FourFiveSeconds,0.0144
0 To 100 / The Catch Up,0.016
Clique,0.016
I Don't Fuck With You,0.032
Don't Tell 'Em,0.0136
Rise,0.0144
7/11,0.0104
Thunderstruck,0.0152
Remember The Name (feat. Styles Of Beyond),0.0144
Hey Ma,0.0112
"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",0.0112
POWER,0.0208
In The End,0.0144
Mi Gente,0.0128
Fast Car,0.0208
Better Together,0.0128
Banana Pancakes,0.0112
Landslide,0.0128
XO,0.0112
Stitches,0.016
Stolen Dance,0.016
Fire,0.0112
Despacito (Featuring Daddy Yankee),0.0144
Human,0.016
Sweater Weather,0.0152
Someone New,0.0104
Somebody Else,0.0104
Call On Me - Ryan Riback Extended Remix,0.0144
Eyes Closed,0.012
Latch,0.0256
Hero,0.0112
rockstar,0.024
Candy Paint,0.0112
LOYALTY. FEAT. RIHANNA.,0.0152
Passionfruit,0.0304
HUMBLE.,0.0528
Tunnel Vision,0.0304
Lifestyle,0.012
You Was Right,0.02
Uber Everywhere,0.0192
Drowning (feat. Kodak Black),0.0216
Smack That - Dirty,0.0112
Chop Suey!,0.0104
Smells Like Teen Spirit,0.0176
She Knows,0.0176
Goldie,0.0112
I Mean It,0.0128
G.O.M.D.,0.0184
Apparently,0.0112
10 Bands,0.0128
Africa,0.0168
Wake Me up Before You Go-Go,0.0136
Never Gonna Give You Up,0.0112
Juke Box Hero,0.0104
Lean on Me,0.0104
Superstition - Single Version,0.0136
Stand By Me,0.0152
Back In Black,0.0128
I Love College,0.0112
Moves Like Jagger - Studio Recording From The Voice Performance,0.0152
There's Nothing Holdin' Me Back,0.0112
Don't Let Me Down,0.0288
Sign of the Times,0.0112
Some Nights,0.0112
Carry On,0.0112
Lose Yourself - Soundtrack Version,0.0232
When I Was Your Man,0.0112
I Will Wait,0.0112
Pompeii,0.02
Geronimo,0.0112
Let Her Go,0.0128
Viva La Vida,0.012
Take Your Time,0.0224
Feel It Still,0.0136
Tongue Tied,0.0128
Dog Days Are Over,0.0128
Tiimmy Turner,0.0144
Everybody,0.0104
Panda,0.032
Broccoli (feat. Lil Yachty),0.048
Faded,0.0232
Crooked Smile,0.012
No Problem (feat. Lil Wayne & 2 Chainz),0.0288
Bad and Boujee (feat. Lil Uzi Vert),0.036
Down In the DM,0.016
I Know,0.012
6 Foot 7 Foot,0.0152
Mask Off,0.0296
Why You Always Hatin?,0.0128
Right Above It,0.0104
Buy U a Drank (Shawty Snappin'),0.0192
Both (feat. Drake),0.0128
First Day Out,0.0128
Good Life,0.0152
Slippery (feat. Gucci Mane),0.0224
Butterfly Effect,0.02
Sunday Morning,0.012
Let's Go,0.0104
Up,0.0152
Collard Greens,0.0136
Portland,0.02
DNA.,0.0232
I Get The Bag (feat. Migos),0.0136
Neighbors,0.012
The Race,0.0112
Antidote,0.0272
DEVASTATED,0.0112
Numb,0.0248
Here,0.0104
Stressed Out,0.024
Ophelia,0.0144
In Da Club,0.02
Strange Clouds (feat. Lil Wayne) - feat. Lil Wayne,0.0112
"Me, Myself & I",0.0232
Party,0.012
A Thousand Years,0.0152
I Took A Pill In Ibiza - Seeb Remix,0.0232
Don't You Worry Child (Radio Edit) [feat. John Martin],0.0104
H.O.L.Y.,0.0144
Fancy,0.0176
Drunk On Your Love,0.012
Walk This Way,0.0184
Wannabe - Radio Edit,0.0144
I Wanna Dance with Somebody (Who Loves Me),0.02
It's Tricky,0.0112
Secrets,0.0224
A Sky Full of Stars,0.0112
What Makes You Beautiful,0.0112
I Won't Give Up,0.016
Sail,0.0224
Royals,0.0216
Titanium (feat. Sia) - feat. Sia,0.0184
So Good,0.0112
The Show Goes On,0.0128
Bodak Yellow,0.02
Go Flex,0.0176
Come Get Her,0.0152
Headlines,0.016
How To Love,0.012
Angels (feat. Saba),0.0104
Partition,0.0112
Take On Me,0.0136
I Want It That Way,0.0144
Drop It Like It's Hot,0.0176
SexyBack,0.0168
Danza Kuduro,0.0152
Rich Girl,0.0168
No Diggity,0.0232
Cheerleader - Felix Jaehn Remix Radio Edit,0.0224
Breathe,0.0128
Chill Bill,0.028
Party Monster,0.0112
Sexy Can I feat. Yung Berg,0.0152
Candy Shop,0.012
Whatever You Like,0.0136
TiK ToK,0.012
Breakeven,0.0104
Someone Like You,0.0144
Rack City,0.0104
Work,0.0328
Money Longer,0.0208
"Bitch, Don’t Kill My Vibe",0.0136
Pop Style,0.0208
God Gave Me You,0.0104
Dirt Road Anthem,0.0112
Drunk On You,0.0144
Country Girl (Shake It For Me),0.0152
Wanted,0.0112
Stay A Little Longer,0.0104
American Kids,0.0136
House Party,0.0144
Break Up In A Small Town,0.0136
Sun Daze,0.0128
Don't It,0.0104
Leave The Night On,0.0168
Lose My Mind,0.0112
Make You Miss Me,0.0128
May We All,0.0104
Crash And Burn,0.0128
Snapback,0.0144
American Country Love Song,0.0104
Somewhere On A Beach,0.0112
I Like The Sound Of That,0.0112
Make Me Wanna,0.0168
Play It Again,0.0224
Move,0.0144
Knee Deep (feat. Jimmy Buffett),0.0184
All Summer Long,0.0128
Talladega,0.0112
Drunk On A Plane,0.012
Crash My Party,0.0112
No Love,0.0104
You,0.0192
Swalla (feat. Nicki Minaj & Ty Dolla $ign),0.0104
The One,0.0112
iSpy (feat. Lil Yachty),0.0408
"Sit Still, Look Pretty",0.0104
Hotline Bling,0.0264
Jordan Belfort,0.0192
The Hills,0.0248
679 (feat. Remy Boyz),0.0216
The Fix (feat. Jeremih),0.0128
Summer Sixteen,0.0112
Best Friend,0.0128
Controlla,0.0224
Promise,0.0176
All The Way Up,0.0104
Comfortable,0.0112
For Free,0.0152
Still Here,0.012
Wicked,0.0136
Wake Up,0.02
Needed Me,0.0288
Wavy (feat. Joe Moses),0.0104
Work from Home,0.0232
24K Magic,0.0168
The Weekend,0.0136
So Sick,0.0112
Love Myself,0.0104
My House,0.0192
I Don't Get Tired (#IDGT) [feat. August Alsina],0.0128
Team,0.0136
Believe,0.024
Little Talks,0.016
Ain't No Sunshine,0.0136
R.I.C.O. (feat. Drake),0.0104
Wyclef Jean,0.0152
March Madness,0.0104
All Me,0.012
Still D.R.E.,0.0144
A Milli,0.0152
Only,0.012
Love Yourself,0.0272
Cherry Wine - Live,0.0112
Dancing On My Own,0.0192
Alive,0.0248
YOUTH,0.0144
Side To Side,0.0176
The Joker,0.0136
What's My Age Again?,0.0104
Turn Me On,0.0112
Rollin,0.0144
This Is What You Came For,0.0232
Gas Pedal,0.0128
Am I Wrong,0.0112
23,0.0104
Gyalchester,0.012
No Limit,0.0104
Get Right Witcha,0.0128
ELEMENT.,0.0112
It Was A Good Day,0.0104
Look Alive,0.0112
OOOUUU,0.012
Do What I Want,0.0104
Erase Your Social,0.012
This Christmas,0.0112
Have Yourself a Merry Little Christmas,0.0128
Winter Wonderland,0.0144
O Holy Night,0.0112
White Christmas,0.0152
Jingle Bells,0.0104
All I Want for Christmas Is You,0.0112
Sleigh Ride,0.0192
Have Yourself A Merry Little Christmas,0.0112
Silver Bells,0.0112
Silent Night,0.0176
Ave Maria,0.0104
"You're Gonna Go Far, Kid",0.0104
This Is How We Do It,0.0104
Mr. Jones,0.0128
Iris,0.0184
Drive,0.0192
Under The Bridge,0.0128
All Star,0.0224
What I Got,0.0136
Bang Bang,0.0184
Coffee,0.0136
Work Song,0.0128
HeadBand (feat. 2 Chainz),0.0184
The Scientist,0.012
You And Me,0.016
Over My Head (Cable Car),0.0104
Every Breath You Take - Remastered 2003,0.0144
Lollipop,0.0144
Scars,0.0104
Everybody Wants To Rule The World,0.0104
Started From the Bottom,0.0152
Work Out,0.0184
Electric Feel,0.012
River,0.0152
The Middle,0.0112
Gucci Gang,0.0104
Feeling Myself,0.0112
Again,0.0192
Drunk in Love,0.0152
Heartbeat,0.0136
Call Me Maybe,0.012
On My Mind,0.0128
Slow Motion,0.0144
Once In a While,0.0112
Rolex,0.016
Free,0.0144
Good For You,0.0112
Show Me,0.0136
No Sleep,0.0104
Love Me,0.0216
Gold Digger,0.0384
Hot In Herre,0.0128
Blurred Lines,0.016
The A Team,0.0112
Airplanes (feat. Hayley Williams of Paramore) - Explicit Album Version,0.0112
Apologize,0.0144
Thrift Shop (feat. Wanz),0.012
Love The Way You Lie,0.012
Wild Ones (feat. Sia),0.0104
I Love It (feat. Charli XCX) - feat. Charli XCX [Original Version],0.0144
Cake By The Ocean,0.0184
Country Grammar (Hot Shit),0.0104
Get Low - Street,0.0224
Mirrors,0.0144
Ain't No Rest for the Wicked - Original Version,0.012
"Hey, Soul Sister",0.0192
I'm Yours,0.024
When I'm Gone,0.0144
Champion,0.0104
Kanye,0.012
Sunshine,0.0144
Here Comes The Sun - Remastered,0.0104
Roar,0.012
Not Afraid,0.0144
Walking On Sunshine,0.012
Watch Me (Whip / Nae Nae),0.0112
Hold My Hand,0.0136
Wake Me Up - Radio Edit,0.0152
Rolling in the Deep,0.0128
Super Bass,0.012
No Church In The Wild,0.012
"Work Hard, Play Hard",0.012
Far Away,0.0104
She Will Be Loved - Radio Mix,0.016
Tear In My Heart,0.012
Tennessee Whiskey,0.0136
Yours,0.0104
Marvin Gaye (feat. Wale) - Remix,0.0104
Pony,0.0176
Numb / Encore,0.0112
Thunder,0.0136
Kiss Me Thru The Phone,0.0176
Post To Be (feat. Chris Brown & Jhene Aiko),0.0104
Ayo,0.0104
Right Hand,0.0144
Coming Home,0.0128
Temperature,0.0128
2 Phones,0.012
Truffle Butter,0.0112
Big Rings,0.0104
IV. sweatpants,0.0128
Bitch Better Have My Money,0.0136
All Of The Lights,0.012
Levels - Radio Edit,0.0112
Black Skinhead,0.0152
"One, Two Step",0.012
Look At Me Now,0.016
No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version,0.0216
Dirt,0.012
Suga Suga,0.0112
Fix You,0.0144
Hey There Delilah,0.0168
Where Ya At,0.0112
Don't Mind,0.0136
Childs Play,0.0152
The Motto,0.0152
X Gon' Give It To Ya,0.0112
Send My Love (To Your New Lover),0.012
Maps,0.0168
Please Don't Go,0.0128
Beautiful,0.0152
The Ocean,0.0152
Diamonds,0.012
"Sugar, We're Goin Down",0.012
Say It Ain't So,0.0104
Creep,0.0216
Heartbreaker,0.012
Otis,0.0104
7 Years,0.0208
Welcome To The Jungle,0.0104
Wish You Were Here,0.0112
Tiny Dancer,0.0128
Silence,0.0136
Blue Christmas,0.0112
Back To Back,0.0152
Idfc,0.0128
Madness,0.0112
Crush,0.0136
You Give Love A Bad Name,0.0136
Good Directions,0.0112
Blame,0.012
Take Care,0.0104
Too Close,0.0128
I'll Be Home For Christmas,0.012
Paradise City,0.0104
Hands To Myself,0.0128
Dangerous Woman,0.0104
Renegades,0.0104
Hymn For The Weekend - Seeb Remix,0.0112
Close,0.0144
We Don't Have To Take Our Clothes Off,0.0104
Light It Up (feat. Nyla & Fuse ODG) - Remix,0.0128
Bad Blood,0.0112
Another One Bites The Dust - Remastered 2011,0.0168
Burn,0.0136
Wrecking Ball,0.0152
You Shook Me All Night Long,0.0128
Dark Horse,0.0112
One Call Away,0.0104
Drops of Jupiter,0.0128
Ms. Jackson,0.0136
Walking On A Dream,0.0144
Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),0.012
Dilemma,0.0136
Turn Down for What,0.0104
Under Pressure - Remastered 2011,0.0104
Dance (A$$) Remix,0.0144
Umbrella,0.0128
Perfect Strangers,0.0104
Girls Just Want to Have Fun,0.0112
"(""Don't Let Me Down"", 'One Dance')",0.0112
"('Broccoli (feat. Lil Yachty)', 'Ni**as In Paris')",0.0104
"('Passionfruit', 'goosebumps')",0.0112
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Fake Love')",0.0128
"('Rolex', 'Swang')",0.0104
"('Bounce Back', 'XO TOUR Llif3')",0.0168
"('Bad and Boujee (feat. Lil Uzi Vert)', 'iSpy (feat. Lil Yachty)')",0.0152
"('Bounce Back', 'Congratulations')",0.0216
"('Mask Off', 'Swang')",0.012
"('Bounce Back', 'HUMBLE.')",0.0184
"('Fake Love', 'Mask Off')",0.012
"('Black Beatles', 'Congratulations')",0.0104
"('Black Beatles', 'HUMBLE.')",0.0128
"('Forever', 'Stronger')",0.0104
"('HUMBLE.', 'No Problem (feat. Lil Wayne & 2 Chainz)')",0.0112
"(""That's My Kind Of Night"", 'This Is How We Roll')",0.012
"('Black Beatles', 'Fake Love')",0.0112
"('Bank Account', 'Swang')",0.0104
"('Chill Bill', 'Fake Love')",0.0104
"('Black Beatles', 'iSpy (feat. Lil Yachty)')",0.0104
"('Antidote', 'Broccoli (feat. Lil Yachty)')",0.0104
"('Deja Vu', 'pick up the phone')",0.0104
"('Closer', 'One Dance')",0.0136
"('Chill Bill', 'iSpy (feat. Lil Yachty)')",0.0144
"('Broccoli (feat. Lil Yachty)', 'goosebumps')",0.0152
"('Love Yourself', 'What Do You Mean?')",0.0104
"('DNA.', 'Slippery (feat. Gucci Mane)')",0.012
"('Bounce Back', 'Rolex')",0.0112
"('Cruise', 'This Is How We Roll')",0.0112
"('Closer', ""Don't Let Me Down"")",0.0128
"('Bounce Back', 'Caroline')",0.0144
"('Cheap Thrills', 'Closer')",0.0112
"('XO TOUR Llif3', 'iSpy (feat. Lil Yachty)')",0.0152
"('Rolex', 'iSpy (feat. Lil Yachty)')",0.0136
"('Caroline', 'No Problem (feat. Lil Wayne & 2 Chainz)')",0.0136
"('Congratulations', ""I'm the One"")",0.0136
"('One Dance', 'Pop Style')",0.0104
"('Fake Love', 'HUMBLE.')",0.0104
"('Mask Off', 'iSpy (feat. Lil Yachty)')",0.0184
"('Bad and Boujee (feat. Lil Uzi Vert)', 'goosebumps')",0.0136
"('Chicken Fried', 'Knee Deep (feat. Jimmy Buffett)')",0.012
"('Gold Digger', 'Ignition - Remix')",0.012
"('Antidote', 'White Iverson')",0.0112
"('Bounce Back', 'X (feat. Future)')",0.0104
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Slippery (feat. Gucci Mane)')",0.0112
"('Broccoli (feat. Lil Yachty)', 'Jumpman')",0.012
"('Fake Love', 'iSpy (feat. Lil Yachty)')",0.012
"('Tunnel Vision', 'XO TOUR Llif3')",0.016
"('Closer', 'Needed Me')",0.0112
"('Broccoli (feat. Lil Yachty)', 'Chill Bill')",0.0176
"('Bank Account', 'rockstar')",0.0128
"('Congratulations', 'Portland')",0.0104
"('DNA.', 'Swang')",0.012
"(""Don't Stop Believin'"", ""Jessie's Girl"")",0.0112
"('I Want You Back', 'September')",0.0128
"('DNA.', 'Tunnel Vision')",0.0112
"('Black Beatles', 'goosebumps')",0.0128
"('Caroline', 'Uber Everywhere')",0.0104
"('Chill Bill', 'goosebumps')",0.0136
"('Broccoli (feat. Lil Yachty)', 'Swang')",0.0112
"('Closer', 'Let Me Love You')",0.0152
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Jumpman')",0.0112
"('Gold Digger', 'Stronger')",0.0128
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)')",0.02
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Chill Bill')",0.0136
"('XO TOUR Llif3', 'goosebumps')",0.02
"('Rolex', 'goosebumps')",0.0104
"('Redbone', 'goosebumps')",0.0104
"('Cheap Thrills', 'One Dance')",0.0112
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Tunnel Vision')",0.0144
"('Mask Off', 'goosebumps')",0.0152
"('Bounce Back', 'Jumpman')",0.0112
"('No Heart', 'X (feat. Future)')",0.0104
"('Black Beatles', 'Jumpman')",0.0112
"('Black Beatles', 'Broccoli (feat. Lil Yachty)')",0.0136
"('4 AM', 'XO TOUR Llif3')",0.0104
"('Bounce Back', 'Mask Off')",0.0136
