White Iverson,0.0288
Jumpman,0.0282
Really Really,0.013
Father Stretch My Hands Pt. 1,0.0194
Champions,0.0118
Ni**as In Paris,0.0312
Black Beatles,0.0282
X (feat. Future),0.0194
No Heart,0.0126
Too Many Years,0.0104
No Flockin,0.0144
Paris,0.0276
Water,0.0168
Bounce Back,0.03
Swimming Pools (Drank),0.0162
THat Part,0.0106
Money Trees,0.0136
Day 'N' Nite (nightmare),0.0166
My Way,0.018
goosebumps,0.0318
F**kin' Problems,0.0212
"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",0.0178
Deja Vu,0.0258
Congratulations,0.0438
XO TOUR Llif3,0.0342
One Night,0.0158
Right Now,0.0112
Magnolia,0.0226
Unforgettable,0.0324
Bank Account,0.0254
LOVE. FEAT. ZACARI.,0.0184
4 AM,0.0134
Hot N*gga,0.01
F*ck Up Some Commas,0.0126
Stay (with Alessia Cara),0.0212
Something Just Like This,0.0228
Believer,0.0234
Strip That Down,0.0158
Let It Go,0.0298
Mess Is Mine,0.0142
I See Fire,0.012
Only Love,0.01
Wild Things,0.0118
Die A Happy Man,0.0216
In Case You Didn't Know,0.0104
Hallelujah,0.0272
Blessings,0.0294
Gooey,0.0106
Skinny Love,0.0242
If I Ain't Got You,0.0118
I Miss You,0.0168
Love On The Brain,0.015
Final Song,0.014
Sunday Candy,0.0164
Closing Time,0.0118
Lush Life,0.0106
Too Good,0.0198
Legend,0.0152
Energy,0.0156
Know Yourself,0.0136
"Young, Wild & Free (feat. Bruno Mars) - feat. Bruno Mars",0.0184
Caroline,0.0398
Wasted,0.0146
In the Name of Love,0.015
Famous,0.0204
Fake Love,0.0332
Bad Things (with Camila Cabello),0.0142
Wet Dreamz,0.0192
Ivy,0.01
You & Me,0.0188
Castle on the Hill,0.0134
Shape of You,0.0346
Perfect,0.0192
Galway Girl,0.01
That's What I Like,0.0252
I Got You,0.011
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",0.0142
All Night (feat. Knox Fortune),0.02
Say You Won't Let Go,0.019
Treat You Better,0.0174
When We Were Young,0.0104
Beautiful Girls,0.0154
Bye Bye Bye,0.0106
Chicken Fried,0.0206
Come On Eileen,0.0202
Demons,0.0192
Dynamite,0.0122
Everybody Talks,0.0122
Fergalicious,0.0148
I Gotta Feeling,0.0136
I Write Sins Not Tragedies,0.0136
I'm Gonna Be (500 Miles),0.011
In My Head,0.0104
It's Time,0.0124
Livin' On A Prayer,0.0156
Love On Top,0.014
No Scrubs,0.0156
On Top Of The World,0.0104
Radioactive,0.0264
Sweet Caroline,0.0176
We Are Young (feat. Janelle Monáe) - feat. Janelle Monae,0.0136
Signs,0.0114
Smoke Break (feat. Future),0.0116
Never Be Like You,0.0232
Say It,0.0288
What You Know,0.0168
Falling,0.0122
Alright,0.0308
King Kunta,0.0144
m.A.A.d city,0.0176
Bonfire,0.0158
Sex,0.012
Monster,0.0236
Thinkin Bout You,0.0176
Planez,0.0162
Ride Wit Me,0.0144
BedRock,0.013
This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,0.0142
Breezeblocks,0.0166
Midnight City,0.0166
Capsize,0.017
All Night,0.0154
Starboy,0.0284
Semi-Charmed Life,0.015
pick up the phone,0.0202
Everyday,0.0184
Don't Wanna Know (feat. Kendrick Lamar),0.013
Sneakin’,0.0126
Moves,0.016
I Feel It Coming,0.016
T-Shirt,0.0372
Summertime Sadness [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix,0.0106
Wildfire,0.0112
Selfish,0.0256
Green Light,0.0112
Electric Love,0.0182
Reflections,0.012
It Ain't Me (with Selena Gomez),0.016
Slide,0.0328
Alone,0.0194
Can't Help Falling in Love,0.0162
September,0.0266
Hooked on a Feeling,0.0114
Ain't No Mountain High Enough,0.023
Spirit In The Sky,0.0114
Kids,0.022
Tipsy - Club Mix,0.0106
Marvins Room,0.0122
Use Somebody,0.0108
Stubborn Love,0.0122
Budapest,0.017
Gold,0.0404
Toes,0.0172
Down,0.0336
Hips Don't Lie,0.019
Fantasy,0.0116
P.Y.T. (Pretty Young Thing),0.0116
Juke Jam (feat. Justin Bieber & Towkio),0.0162
oui,0.0198
Exchange,0.0176
Come and See Me (feat. Drake),0.0144
Best I Ever Had,0.0148
Sex With Me,0.012
Up All Night,0.0138
Let Me Love You,0.0396
"Hold On, We're Going Home",0.0184
Earned It (Fifty Shades Of Grey),0.019
Often,0.018
Kiss Me,0.016
Inside Out,0.018
All We Know,0.0152
"I Don't Want to Miss a Thing - From the Touchstone film, ""Armageddon""",0.0102
Stay,0.035
Pumped Up Kicks,0.02
Somebody That I Used To Know,0.0126
Halo,0.0224
Radio,0.0122
Can't Feel My Face,0.0222
All My Friends,0.0184
Rivers And Roads,0.0106
Magic,0.0136
"i hate u, i love u (feat. olivia o'brien)",0.0228
Solo,0.01
PILLOWTALK,0.0152
This Could Be Us,0.0156
With You,0.025
Want to Want Me,0.0146
Hall of Fame,0.0154
Chocolate,0.0116
Location,0.0318
Talk Dirty (feat. 2 Chainz),0.013
do re mi,0.0134
My Body,0.0106
Animal,0.0156
1-800-273-8255,0.026
Swang,0.0212
Take Me To Church,0.0192
Some Kind Of Drug,0.0106
Don't,0.0278
Pursuit Of Happiness (nightmare),0.0174
Wait,0.0124
Say Something,0.0176
Hurricane,0.03
Sugar (feat. Francesco Yates),0.01
How Deep Is Your Love,0.0148
Never Forget You,0.0172
Time,0.0116
Without You,0.0148
Colors,0.0132
Sorry,0.0356
What Do You Mean?,0.024
Time of Our Lives,0.0102
Roses,0.0462
Runaway (U & I),0.0162
Middle,0.0222
Shut Up and Dance,0.0208
Cheap Thrills,0.0218
Daylight,0.013
Shots,0.0132
Low (feat T-Pain) - Feat T-Pain Album Version,0.0134
We Found Love,0.0144
Marry Me,0.0128
Thinking Out Loud,0.0228
Lucky,0.0126
Best Day Of My Life,0.0108
Single Ladies (Put a Ring on It),0.011
We Can't Stop,0.0142
Life Is A Highway,0.0116
Ho Hey,0.0176
Jump,0.013
This Is How We Roll,0.0144
Rather Be (feat. Jess Glynne),0.0196
Classic,0.0136
Summer,0.0226
Problem,0.013
Can't Hold Us - feat. Ray Dalton,0.02
Timber,0.0178
Sorry Not Sorry,0.0178
Young Dumb & Broke,0.0238
Wild Thoughts,0.0188
The Way Life Goes (feat. Oh Wonder),0.0102
First Time,0.0108
Yellow,0.0118
It's A Vibe,0.017
Rake It Up,0.0154
Stay - Album Version (Edited),0.013
Unsteady,0.0122
Stay With Me,0.0206
Lost Boy,0.0138
Fly,0.0164
I'm Not The Only One,0.0134
Lay Me Down,0.0202
Paradise,0.0236
Escape (The Pina Colada Song),0.0106
Respect,0.01
Summer Of '69,0.0138
Footloose,0.0108
Free Fallin',0.0104
All of Me,0.0244
Stole the Show,0.014
Sugar,0.0222
Wagon Wheel,0.0226
Cruise,0.0184
It Goes Like This,0.0114
Barefoot Blue Jean Night,0.0138
Round Here,0.0128
That's My Kind Of Night,0.0168
House Of The Rising Sun,0.0122
Dream On,0.0168
Piano Man,0.0144
Just the Way You Are,0.0164
Don't You (Forget About Me),0.0118
Hotel California - Remastered,0.0168
You Make My Dreams - Remastered,0.0142
Stayin' Alive,0.0102
Heathens,0.0214
I Like Tuh,0.01
Cold Water (feat. Justin Bieber & MØ),0.027
Ride,0.0446
Backseat Freestyle,0.0134
Someday,0.0166
Feels,0.0186
Unwritten,0.011
Fireflies,0.0138
Now Or Never,0.014
I Don't Dance,0.0148
Bartender,0.0136
Chandelier,0.018
Elastic Heart,0.0112
"Flex (Ooh, Ooh, Ooh)",0.0146
Firestone,0.012
Trap Queen,0.0278
FourFiveSeconds,0.014
0 To 100 / The Catch Up,0.0162
Clique,0.0132
I Don't Fuck With You,0.0246
Don't Tell 'Em,0.0124
Rise,0.0114
7/11,0.013
Thunderstruck,0.012
"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",0.0124
All I Do Is Win,0.0116
POWER,0.0172
In The End,0.0122
Mi Gente,0.0112
Fast Car,0.0206
Better Together,0.0178
Banana Pancakes,0.0118
Landslide,0.017
XO,0.017
Promises,0.0104
Stitches,0.0186
Stolen Dance,0.019
Fire,0.016
Despacito (Featuring Daddy Yankee),0.0108
Habits (Stay High),0.0112
Photograph,0.0192
Human,0.012
Sweater Weather,0.0188
Someone New,0.0108
Somebody Else,0.0122
Call On Me - Ryan Riback Extended Remix,0.0134
Latch,0.0182
Hero,0.0172
rockstar,0.0234
LOYALTY. FEAT. RIHANNA.,0.0168
Passionfruit,0.0294
HUMBLE.,0.0466
Tunnel Vision,0.0266
You Was Right,0.0182
Uber Everywhere,0.0134
Drowning (feat. Kodak Black),0.0204
Plain Jane,0.0104
Smack That - Dirty,0.0122
One,0.0116
Smells Like Teen Spirit,0.0172
She Knows,0.016
Poetic Justice,0.0112
I Mean It,0.012
G.O.M.D.,0.018
Africa,0.0162
Wake Me up Before You Go-Go,0.0102
Superstition - Single Version,0.0134
Stand By Me,0.0132
Back In Black,0.01
Grenade,0.0104
There's Nothing Holdin' Me Back,0.0132
Don't Let Me Down,0.032
Sign of the Times,0.0136
Some Nights,0.014
Carry On,0.0124
Lose Yourself - Soundtrack Version,0.0216
When I Was Your Man,0.013
I Will Wait,0.0124
Pompeii,0.0192
Let Her Go,0.0246
Viva La Vida,0.0148
Safe And Sound,0.0146
Take Your Time,0.016
Feel It Still,0.0148
Tongue Tied,0.0146
Dog Days Are Over,0.0132
Tiimmy Turner,0.011
Everybody,0.013
Ultralight Beam,0.0106
Panda,0.032
Broccoli (feat. Lil Yachty),0.0398
Faded,0.0198
Run,0.0104
No Problem (feat. Lil Wayne & 2 Chainz),0.0316
"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) - Remix",0.01
Bad and Boujee (feat. Lil Uzi Vert),0.035
Down In the DM,0.0104
I Know,0.0114
All We Got (feat. Kanye West & Chicago Children's Choir),0.0116
6 Foot 7 Foot,0.0142
Mask Off,0.0326
Why You Always Hatin?,0.0102
Buy U a Drank (Shawty Snappin'),0.0186
Both (feat. Drake),0.0134
Good Life,0.0132
Slippery (feat. Gucci Mane),0.0238
Butterfly Effect,0.0216
Sunday Morning,0.0168
Up,0.0124
Collard Greens,0.0112
Portland,0.0194
DNA.,0.0242
I Get The Bag (feat. Migos),0.0122
Neighbors,0.0114
Antidote,0.0258
DEVASTATED,0.0118
Numb,0.02
Cigarette Daydreams,0.0136
Here,0.0148
Stressed Out,0.0224
Ophelia,0.0208
In Da Club,0.0178
"Me, Myself & I",0.0254
Party,0.0126
Loyal,0.012
A Thousand Years,0.0156
I Took A Pill In Ibiza - Seeb Remix,0.024
Don't You Worry Child (Radio Edit) [feat. John Martin],0.0106
H.O.L.Y.,0.0156
Fancy,0.0206
All About That Bass,0.0102
Drunk On Your Love,0.0104
Walk This Way,0.0118
Wannabe - Radio Edit,0.015
I Wanna Dance with Somebody (Who Loves Me),0.013
Secrets,0.0188
A Sky Full of Stars,0.0144
Look At Me!,0.0126
I Won't Give Up,0.0164
Sail,0.019
Royals,0.0158
Titanium (feat. Sia) - feat. Sia,0.0154
So Good,0.0102
The Show Goes On,0.0118
Bodak Yellow,0.0204
Go Flex,0.0156
Come Get Her,0.0156
Headlines,0.0138
These Days,0.0118
Angels (feat. Saba),0.0108
Partition,0.0122
Take On Me,0.013
I Want It That Way,0.0148
Drop It Like It's Hot,0.015
SexyBack,0.015
Danza Kuduro,0.013
Rich Girl,0.0146
No Diggity,0.0212
Cheerleader - Felix Jaehn Remix Radio Edit,0.0186
Breathe,0.0146
Chill Bill,0.0228
Crank That (Soulja Boy),0.0142
Party Monster,0.0116
I Don't Mind,0.011
Sexy Can I feat. Yung Berg,0.0122
Candy Shop,0.012
Whatever You Like,0.0118
TiK ToK,0.0134
Breakeven,0.0114
Someone Like You,0.017
Everything,0.0104
Rack City,0.0116
Work,0.0276
Money Longer,0.0188
"Bitch, Don’t Kill My Vibe",0.0154
Pop Style,0.0196
Honey Bee,0.0106
Dirt Road Anthem,0.0126
Drunk On You,0.0118
Country Girl (Shake It For Me),0.0118
Come a Little Closer,0.0122
Wanted,0.0108
Stay A Little Longer,0.0108
American Kids,0.0112
House Party,0.0148
Homegrown,0.0118
Break Up In A Small Town,0.0148
Leave The Night On,0.0148
Break Up with Him,0.0108
Make You Miss Me,0.0126
From the Ground Up,0.011
May We All,0.0116
Crash And Burn,0.0148
Snapback,0.0122
I'm Comin' Over,0.011
Somewhere On A Beach,0.0106
I Like The Sound Of That,0.0108
"John Cougar, John Deere, John 3:16",0.0104
Play It Again,0.0192
Move,0.0134
Knee Deep (feat. Jimmy Buffett),0.0172
Dirt On My Boots,0.0102
Drunk On A Plane,0.0138
Craving You,0.01
You,0.0234
Swalla (feat. Nicki Minaj & Ty Dolla $ign),0.0112
The One,0.0112
iSpy (feat. Lil Yachty),0.0356
No Promises (feat. Demi Lovato),0.0102
Hotline Bling,0.0284
Jordan Belfort,0.015
Always,0.0124
The Hills,0.0278
679 (feat. Remy Boyz),0.0244
The Fix (feat. Jeremih),0.0102
Summer Sixteen,0.0102
Best Friend,0.0148
Controlla,0.02
Promise,0.0174
For Free,0.0138
Still Here,0.0112
Wicked,0.0144
Wake Up,0.022
Needed Me,0.0242
Work from Home,0.0212
24K Magic,0.017
Head Over Boots,0.0112
The Weekend,0.012
So Sick,0.0116
My House,0.0216
Talking Body,0.0114
Treasure,0.01
Fight Night,0.0128
Team,0.012
Believe,0.0214
Little Talks,0.017
R.I.C.O. (feat. Drake),0.0118
Wyclef Jean,0.0112
All Me,0.0112
Still D.R.E.,0.0128
A Milli,0.0144
Only,0.0144
Love Yourself,0.0236
Cherry Wine - Live,0.012
The Cave,0.0106
Dancing On My Own,0.01
New Americana,0.01
Gasoline,0.011
Hide Away,0.0138
Alive,0.0256
YOUTH,0.0108
Side To Side,0.0162
West Coast,0.01
The Joker,0.0108
Bad Moon Rising,0.0102
What's My Age Again?,0.011
Havana,0.01
Rollin,0.0156
This Is What You Came For,0.0212
Gas Pedal,0.0134
Am I Wrong,0.013
Gyalchester,0.013
Love Galore,0.0104
Get Right Witcha,0.0108
ELEMENT.,0.0112
It Was A Good Day,0.01
Look Alive,0.0118
OOOUUU,0.013
Change,0.013
Have Yourself a Merry Little Christmas,0.01
Winter Wonderland,0.0128
O Holy Night,0.0122
White Christmas,0.0152
The Christmas Song,0.0102
Sleigh Ride,0.0122
Have Yourself A Merry Little Christmas,0.0128
Silent Night,0.0196
"You're Gonna Go Far, Kid",0.0104
Loser,0.0104
Mr. Jones,0.0128
Iris,0.0166
Drive,0.0256
Come As You Are,0.0118
Under The Bridge,0.0154
All Star,0.018
Black Hole Sun,0.0104
What I Got,0.0168
Bang Bang,0.0176
Car Radio,0.0102
Work Song,0.0116
HeadBand (feat. 2 Chainz),0.0164
The Scientist,0.0142
You And Me,0.0124
Every Breath You Take - Remastered 2003,0.0114
Lollipop,0.0116
Take It Easy,0.01
I Need Your Love,0.01
Started From the Bottom,0.0148
Work Out,0.0144
Electric Feel,0.0144
River,0.0156
The Middle,0.017
Gucci Gang,0.01
Cough Syrup,0.01
Take a Walk,0.012
Feeling Myself,0.0122
Again,0.0224
Drunk in Love,0.015
Heartbeat,0.016
Call Me Maybe,0.0116
On My Mind,0.0104
Slow Motion,0.0182
Once In a While,0.011
Rolex,0.0164
Free,0.0146
Good For You,0.011
Show Me,0.013
Love Me,0.0172
8TEEN,0.012
Gold Digger,0.0308
Hot In Herre,0.014
Blurred Lines,0.014
The A Team,0.0132
Apologize,0.0158
Thrift Shop (feat. Wanz),0.0118
Love The Way You Lie,0.013
I Love It (feat. Charli XCX) - feat. Charli XCX [Original Version],0.011
Cake By The Ocean,0.018
Get Low - Street,0.02
GDFR (feat. Sage The Gemini & Lookas),0.015
Rude,0.0116
Mirrors,0.0108
Like A G6,0.0116
Have You Ever Seen The Rain?,0.014
Ain't No Rest for the Wicked - Original Version,0.012
"Hey, Soul Sister",0.0164
I'm Yours,0.0246
When I'm Gone,0.0104
Sunshine,0.0118
Here Comes The Sun - Remastered,0.0108
Roar,0.0106
Not Afraid,0.0112
Watch Me (Whip / Nae Nae),0.0102
Hold My Hand,0.0102
Wake Me Up - Radio Edit,0.017
Rolling in the Deep,0.0122
Super Bass,0.0122
Clarity,0.0144
Little Lion Man,0.0112
Payphone,0.0102
She Will Be Loved - Radio Mix,0.0182
Tear In My Heart,0.0136
Tennessee Whiskey,0.0128
Yours,0.0102
Marvin Gaye (feat. Wale) - Remix,0.0102
Pony,0.0172
Numb / Encore,0.0102
Thunder,0.019
Float On,0.0114
Kiss Me Thru The Phone,0.0156
Post To Be (feat. Chris Brown & Jhene Aiko),0.013
Ayo,0.0112
Right Hand,0.012
Coming Home,0.015
Temperature,0.0118
2 Phones,0.0128
Truffle Butter,0.0114
Big Rings,0.0112
Hype,0.0106
IV. sweatpants,0.0192
Bitch Better Have My Money,0.015
All Of The Lights,0.011
Black Skinhead,0.0122
"One, Two Step",0.0108
Look At Me Now,0.0158
No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version,0.0182
Dirt,0.0106
Suga Suga,0.0124
Fix You,0.0128
Hey There Delilah,0.0178
Where Ya At,0.013
Don't Mind,0.0116
Childs Play,0.0132
The Motto,0.016
Send My Love (To Your New Lover),0.0122
Maps,0.0168
Please Don't Go,0.0126
Holy Grail,0.0104
Beautiful,0.0194
The Ocean,0.0178
Diamonds,0.0118
Easy,0.0116
"Sugar, We're Goin Down",0.0132
Say It Ain't So,0.0122
We Don't Talk Anymore (feat. Selena Gomez),0.0108
Creep,0.0176
Heartbreaker,0.0104
Hollaback Girl,0.015
7 Years,0.0206
Go Your Own Way - 2004 Remastered Edition,0.0108
Welcome To The Jungle,0.0122
Wish You Were Here,0.012
Silence,0.0128
Back To Back,0.0154
2U (feat. Justin Bieber),0.0118
Idfc,0.012
Heartless,0.0132
Death Of A Bachelor,0.0102
You Give Love A Bad Name,0.0106
Good Directions,0.01
Blame,0.012
No Money,0.012
Take Care,0.0126
Too Close,0.0118
Love Song,0.0102
My Songs Know What You Did In The Dark (Light Em Up),0.0106
Your Man,0.01
The Real Slim Shady,0.0112
Santa Claus Is Coming To Town,0.0106
Hands To Myself,0.0126
Renegades,0.014
Hymn For The Weekend - Seeb Remix,0.0106
Close,0.0152
Complicated,0.0102
Waves - Robin Schulz Radio Edit,0.0106
Young And Beautiful,0.0116
My Shit,0.0102
Light It Up (feat. Nyla & Fuse ODG) - Remix,0.0148
Beat It - Single Version,0.01
Another One Bites The Dust - Remastered 2011,0.0148
Since U Been Gone,0.011
Burn,0.0146
Wrecking Ball,0.0104
Centuries,0.0134
Dark Horse,0.0126
Drops of Jupiter,0.0156
Ms. Jackson,0.0158
Last Friday Night (T.G.I.F.),0.0104
Walking On A Dream,0.012
Habits (Stay High) - Hippie Sabotage Remix,0.0114
Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),0.011
The Monster,0.0116
Highway to Hell,0.01
American Pie,0.0118
California Love - Original Version,0.0118
Dilemma,0.0124
Californication,0.0138
Shake It Off,0.0136
Turn Down for What,0.0124
My Way (feat. Monty),0.0116
Power Trip,0.0106
Umbrella,0.0138
Irreplaceable,0.0102
The Greatest,0.0144
Perfect Strangers,0.0114
Paint It Black,0.011
Animals,0.014
Surrender,0.0108
Bubbly,0.01
"(""Don't Let Me Down"", 'One Dance')",0.0112
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Fake Love')",0.0136
"('Bounce Back', 'XO TOUR Llif3')",0.0126
"('Bank Account', 'Mask Off')",0.0106
"('Bad and Boujee (feat. Lil Uzi Vert)', 'iSpy (feat. Lil Yachty)')",0.0154
"('Bounce Back', 'Congratulations')",0.0146
"('Mask Off', 'Swang')",0.0112
"('Bounce Back', 'HUMBLE.')",0.0166
"('Fake Love', 'Mask Off')",0.0124
"('Black Beatles', 'HUMBLE.')",0.0102
"('HUMBLE.', 'No Problem (feat. Lil Wayne & 2 Chainz)')",0.0116
"('Black Beatles', 'Fake Love')",0.0104
"('Jumpman', 'One Dance')",0.0102
"('Closer', 'One Dance')",0.0134
"('Congratulations', 'DNA.')",0.011
"('Closer', ""Don't Let Me Down"")",0.0152
"('Bounce Back', 'Caroline')",0.0142
"('XO TOUR Llif3', 'iSpy (feat. Lil Yachty)')",0.0134
"('Rolex', 'iSpy (feat. Lil Yachty)')",0.012
"('Caroline', 'No Problem (feat. Lil Wayne & 2 Chainz)')",0.014
"('Congratulations', ""I'm the One"")",0.0124
"('One Dance', 'Pop Style')",0.0104
"('Fake Love', 'HUMBLE.')",0.0112
"('Mask Off', 'iSpy (feat. Lil Yachty)')",0.0182
"('Bad and Boujee (feat. Lil Uzi Vert)', 'goosebumps')",0.0118
"('Gold Digger', 'Ignition - Remix')",0.0106
"('No Role Modelz', 'Wet Dreamz')",0.0112
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Slippery (feat. Gucci Mane)')",0.0108
"('Mask Off', 'Rolex')",0.0104
"('Fake Love', 'iSpy (feat. Lil Yachty)')",0.0132
"('Tunnel Vision', 'XO TOUR Llif3')",0.0144
"('Broccoli (feat. Lil Yachty)', 'Chill Bill')",0.0126
"('Bank Account', 'rockstar')",0.012
"('Congratulations', 'Portland')",0.01
"('HUMBLE.', 'LOYALTY. FEAT. RIHANNA.')",0.0102
"('1-800-273-8255', 'Congratulations')",0.01
"('Closer', 'Let Me Love You')",0.0158
"('1-800-273-8255', 'HUMBLE.')",0.01
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)')",0.0152
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Chill Bill')",0.01
"('XO TOUR Llif3', 'goosebumps')",0.0156
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Tunnel Vision')",0.01
"('Mask Off', 'goosebumps')",0.0138
"('T-Shirt', 'XO TOUR Llif3')",0.011
"('Black Beatles', 'Broccoli (feat. Lil Yachty)')",0.0126
"('Bounce Back', 'Mask Off')",0.0142
"('Bank Account', 'goosebumps')",0.0108
"('Mask Off', 'Slippery (feat. Gucci Mane)')",0.0122
"('Fake Love', 'goosebumps')",0.0112
"('Bank Account', 'Slippery (feat. Gucci Mane)')",0.0118
"('Bad and Boujee (feat. Lil Uzi Vert)', 'T-Shirt')",0.0122
"('T-Shirt', 'iSpy (feat. Lil Yachty)')",0.0102
"('Money Longer', 'You Was Right')",0.011
"('HUMBLE.', 'Magnolia')",0.0118
"('Broccoli (feat. Lil Yachty)', 'No Problem (feat. Lil Wayne & 2 Chainz)')",0.014
"('HUMBLE.', 'Passionfruit')",0.0146
"('Closer', 'Cold Water (feat. Justin Bieber & MØ)')",0.0174
"('Mask Off', 'Tunnel Vision')",0.0136
"('Play It Again', ""That's My Kind Of Night"")",0.01
"('Bounce Back', 'Fake Love')",0.0132
"('All Night (feat. Knox Fortune)', 'No Problem (feat. Lil Wayne & 2 Chainz)')",0.0108
"('Bodak Yellow', 'HUMBLE.')",0.01
"('Slippery (feat. Gucci Mane)', 'XO TOUR Llif3')",0.0138
"('Bad and Boujee (feat. Lil Uzi Vert)', 'No Problem (feat. Lil Wayne & 2 Chainz)')",0.0114
"('Bounce Back', 'iSpy (feat. Lil Yachty)')",0.0146
"('Mask Off', 'T-Shirt')",0.0114
"('Congratulations', 'No Problem (feat. Lil Wayne & 2 Chainz)')",0.0104
"('T-Shirt', 'goosebumps')",0.011
"('Broccoli (feat. Lil Yachty)', 'One Dance')",0.0126
"('Slippery (feat. Gucci Mane)', 'iSpy (feat. Lil Yachty)')",0.0106
"('goosebumps', 'iSpy (feat. Lil Yachty)')",0.012
"('XO TOUR Llif3', 'rockstar')",0.0124
"(""I'm the One"", 'XO TOUR Llif3')",0.0102
"('goosebumps', 'rockstar')",0.0108
